Quality,Authenticity,Correspondence,image_path,model,Challenge,Category,Prompt
45.97907412311678,48.714199068574295,44.58856235447472,./Dataset/AIGCIQA2023/Image/allimg/134.png,controlNet,Fine-grained Detail,Artifacts,purple lego dollhouse with a pool and a swing
53.78637994482558,51.54970488024692,60.99361367455401,./Dataset/AIGCIQA2023/Image/allimg/135.png,controlNet,Fine-grained Detail,Artifacts,purple lego dollhouse with a pool and a swing
58.24552304120182,50.3179811669241,53.01000813364807,./Dataset/AIGCIQA2023/Image/allimg/144.png,controlNet,Fine-grained Detail,Illustrations,a kids' book cover with an illustration of white dog driving a red pickup truck
49.35210189207013,44.74730005378611,44.11571234530956,./Dataset/AIGCIQA2023/Image/allimg/145.png,controlNet,Fine-grained Detail,Illustrations,a kids' book cover with an illustration of white dog driving a red pickup truck
48.12466508474221,40.34193093662518,43.280045252484726,./Dataset/AIGCIQA2023/Image/allimg/146.png,controlNet,Fine-grained Detail,Illustrations,a kids' book cover with an illustration of white dog driving a red pickup truck
47.31880377516844,41.721132102216,50.2287489249008,./Dataset/AIGCIQA2023/Image/allimg/147.png,controlNet,Fine-grained Detail,Illustrations,a kids' book cover with an illustration of white dog driving a red pickup truck
58.20535015426197,51.74800726587822,59.22266500200007,./Dataset/AIGCIQA2023/Image/allimg/156.png,controlNet,Fine-grained Detail,World Knowledge,a teddy bear on a skateboard in times square
53.88115882958186,51.29378721208347,47.77043482967736,./Dataset/AIGCIQA2023/Image/allimg/157.png,controlNet,Fine-grained Detail,World Knowledge,a teddy bear on a skateboard in times square
60.24000528443783,62.71817435974458,61.840590947704094,./Dataset/AIGCIQA2023/Image/allimg/158.png,controlNet,Fine-grained Detail,World Knowledge,a teddy bear on a skateboard in times square
63.20911227840598,55.92392913150841,60.2762844901568,./Dataset/AIGCIQA2023/Image/allimg/159.png,controlNet,Fine-grained Detail,World Knowledge,a teddy bear on a skateboard in times square
60.90865444302491,59.417767744423074,63.19653503908254,./Dataset/AIGCIQA2023/Image/allimg/160.png,controlNet,Imagination,Animals,A blue colored dog
51.82034993859325,49.8320575688384,59.44185206298218,./Dataset/AIGCIQA2023/Image/allimg/161.png,controlNet,Imagination,Animals,A blue colored dog
49.00046439459367,44.056367188650654,50.97877742667849,./Dataset/AIGCIQA2023/Image/allimg/162.png,controlNet,Imagination,Animals,A blue colored dog
59.01743426384659,54.65774424177223,46.14206813432904,./Dataset/AIGCIQA2023/Image/allimg/163.png,controlNet,Imagination,Animals,A blue colored dog
66.62786739850976,65.13783777904173,66.67792742196185,./Dataset/AIGCIQA2023/Image/allimg/164.png,controlNet,Imagination,People,A photo of an astronaut riding a horse in the forest.
57.23986945970681,53.31621989751501,59.948686394096384,./Dataset/AIGCIQA2023/Image/allimg/165.png,controlNet,Imagination,People,A photo of an astronaut riding a horse in the forest.
54.08704653308666,58.23822279480351,60.62419417454534,./Dataset/AIGCIQA2023/Image/allimg/166.png,controlNet,Imagination,People,A photo of an astronaut riding a horse in the forest.
53.91027236634998,49.65829170427787,56.43773533627135,./Dataset/AIGCIQA2023/Image/allimg/167.png,controlNet,Imagination,People,A photo of an astronaut riding a horse in the forest.
53.359677173270384,49.66485770839432,45.26248298249212,./Dataset/AIGCIQA2023/Image/allimg/168.png,controlNet,Imagination,Vehicles,A bicycle on top of a boat
57.732793381636135,50.68402676597129,54.984139304593306,./Dataset/AIGCIQA2023/Image/allimg/169.png,controlNet,Imagination,Vehicles,A bicycle on top of a boat
52.78080567582815,45.70256857393704,47.59646201446154,./Dataset/AIGCIQA2023/Image/allimg/170.png,controlNet,Imagination,Vehicles,A bicycle on top of a boat
56.13776457111811,52.03805960812241,49.89136416849321,./Dataset/AIGCIQA2023/Image/allimg/171.png,controlNet,Imagination,Vehicles,A bicycle on top of a boat
51.60154579372122,51.38339274348483,46.612174680288256,./Dataset/AIGCIQA2023/Image/allimg/172.png,controlNet,Imagination,Artifacts,a sword slicing through a loaf of bread
58.25998490483884,50.23149403020536,53.41118449265521,./Dataset/AIGCIQA2023/Image/allimg/173.png,controlNet,Imagination,Artifacts,a sword slicing through a loaf of bread
61.10415726746113,54.07528027176562,54.77095131053801,./Dataset/AIGCIQA2023/Image/allimg/174.png,controlNet,Imagination,Artifacts,a sword slicing through a loaf of bread
56.61070626604668,51.39215452008299,55.62615550630802,./Dataset/AIGCIQA2023/Image/allimg/175.png,controlNet,Imagination,Artifacts,a sword slicing through a loaf of bread
50.20876974724905,46.80610134841203,44.65234092372981,./Dataset/AIGCIQA2023/Image/allimg/176.png,controlNet,Imagination,Produce & Plants,an orange wearing a cowboy hat
53.52322010768288,50.3282992561765,50.1079484467147,./Dataset/AIGCIQA2023/Image/allimg/177.png,controlNet,Imagination,Produce & Plants,an orange wearing a cowboy hat
48.18783799665324,54.32472031711065,46.44245499608311,./Dataset/AIGCIQA2023/Image/allimg/178.png,controlNet,Imagination,Produce & Plants,an orange wearing a cowboy hat
59.75915041376781,55.27356575230976,46.774138707466086,./Dataset/AIGCIQA2023/Image/allimg/179.png,controlNet,Imagination,Produce & Plants,an orange wearing a cowboy hat
57.389121067680016,51.96903632451775,50.24804683592771,./Dataset/AIGCIQA2023/Image/allimg/180.png,controlNet,Imagination,Food & Beverage,A bowl of soup that looks like a monster with tofu says deep learning
56.23728184667666,54.24248809870843,48.28800106091552,./Dataset/AIGCIQA2023/Image/allimg/181.png,controlNet,Imagination,Food & Beverage,A bowl of soup that looks like a monster with tofu says deep learning
65.733532389279,58.686665208217335,54.94869824731601,./Dataset/AIGCIQA2023/Image/allimg/182.png,controlNet,Imagination,Food & Beverage,A bowl of soup that looks like a monster with tofu says deep learning
60.86935116388425,55.90609974523301,47.89319592756128,./Dataset/AIGCIQA2023/Image/allimg/183.png,controlNet,Imagination,Food & Beverage,A bowl of soup that looks like a monster with tofu says deep learning
44.64664214031635,48.29418214141303,52.089537722081744,./Dataset/AIGCIQA2023/Image/allimg/184.png,controlNet,Imagination,Illustrations,a drawing of a series of musical notes wrapped around the Earth
57.640082438329486,56.11922068441592,53.68623570467376,./Dataset/AIGCIQA2023/Image/allimg/185.png,controlNet,Imagination,Illustrations,a drawing of a series of musical notes wrapped around the Earth
51.79811767381459,43.88115567276474,40.86904898494033,./Dataset/AIGCIQA2023/Image/allimg/186.png,controlNet,Imagination,Illustrations,a drawing of a series of musical notes wrapped around the Earth
53.0172946623462,47.13076550346101,48.42996274747977,./Dataset/AIGCIQA2023/Image/allimg/187.png,controlNet,Imagination,Illustrations,a drawing of a series of musical notes wrapped around the Earth
60.229829344679445,56.53663162700841,51.7082968955072,./Dataset/AIGCIQA2023/Image/allimg/188.png,controlNet,Imagination,Indoor Scenes,a small kitchen with a white goat in it
54.0256270689665,49.69251816857246,44.5563608108636,./Dataset/AIGCIQA2023/Image/allimg/189.png,controlNet,Imagination,Indoor Scenes,a small kitchen with a white goat in it
54.12856057759991,52.73231925146193,53.660961503407336,./Dataset/AIGCIQA2023/Image/allimg/190.png,controlNet,Imagination,Indoor Scenes,a small kitchen with a white goat in it
51.9314250587867,53.49911412813417,50.07260840605095,./Dataset/AIGCIQA2023/Image/allimg/191.png,controlNet,Imagination,Indoor Scenes,a small kitchen with a white goat in it
51.811341880993766,53.99232741517953,44.67935832518057,./Dataset/AIGCIQA2023/Image/allimg/192.png,controlNet,Imagination,Outdoor Scenes,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
52.34775194943842,52.6835690766344,51.00208989036668,./Dataset/AIGCIQA2023/Image/allimg/193.png,controlNet,Imagination,Outdoor Scenes,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
52.72662167928768,48.21907558592002,46.96865366434709,./Dataset/AIGCIQA2023/Image/allimg/194.png,controlNet,Imagination,Outdoor Scenes,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
40.729441157329546,39.22295506409112,45.62526504716181,./Dataset/AIGCIQA2023/Image/allimg/195.png,controlNet,Imagination,Outdoor Scenes,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
56.78253626208391,56.987156568558056,48.69086589746215,./Dataset/AIGCIQA2023/Image/allimg/196.png,controlNet,Imagination,World Knowledge,an elephant walking on the Great Wall
61.348995458146575,56.57392473652779,56.816743466760215,./Dataset/AIGCIQA2023/Image/allimg/197.png,controlNet,Imagination,World Knowledge,an elephant walking on the Great Wall
59.90962821613025,55.98782855997719,61.37023936290781,./Dataset/AIGCIQA2023/Image/allimg/198.png,controlNet,Imagination,World Knowledge,an elephant walking on the Great Wall
57.36293800310369,45.26123089332736,60.177986290440366,./Dataset/AIGCIQA2023/Image/allimg/199.png,controlNet,Imagination,World Knowledge,an elephant walking on the Great Wall
59.334808123612206,56.75897426950833,52.8978109283869,./Dataset/AIGCIQA2023/Image/allimg/200.png,controlNet,Style & Format,Animals,A photo of a panda made of water.
63.111838892610685,55.64831698875488,50.226140353585365,./Dataset/AIGCIQA2023/Image/allimg/201.png,controlNet,Style & Format,Animals,A photo of a panda made of water.
57.739809207891085,53.90410193004016,46.49716360950456,./Dataset/AIGCIQA2023/Image/allimg/202.png,controlNet,Style & Format,Animals,A photo of a panda made of water.
54.96456360001881,52.03064350279035,46.98972293282517,./Dataset/AIGCIQA2023/Image/allimg/203.png,controlNet,Style & Format,Animals,A photo of a panda made of water.
57.75076271682318,50.50695410876514,58.73445747093018,./Dataset/AIGCIQA2023/Image/allimg/204.png,controlNet,Style & Format,People,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
56.19169889155751,51.951463823827375,56.39461037970175,./Dataset/AIGCIQA2023/Image/allimg/205.png,controlNet,Style & Format,People,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
50.94600230568163,45.969864929328295,44.59255839369904,./Dataset/AIGCIQA2023/Image/allimg/206.png,controlNet,Style & Format,People,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
55.61959123675698,49.41129996873182,53.0542640612714,./Dataset/AIGCIQA2023/Image/allimg/207.png,controlNet,Style & Format,People,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
53.85419103330965,49.93858541515457,55.05368856630725,./Dataset/AIGCIQA2023/Image/allimg/208.png,controlNet,Style & Format,Vehicles,a cartoon of a train going to the moon
52.04744628894273,51.125445429966135,51.97027505836079,./Dataset/AIGCIQA2023/Image/allimg/209.png,controlNet,Style & Format,Vehicles,a cartoon of a train going to the moon
58.298608646458646,52.173781158649135,56.089862771646345,./Dataset/AIGCIQA2023/Image/allimg/210.png,controlNet,Style & Format,Vehicles,a cartoon of a train going to the moon
51.70892118979217,49.1491177249642,51.56946447090044,./Dataset/AIGCIQA2023/Image/allimg/211.png,controlNet,Style & Format,Vehicles,a cartoon of a train going to the moon
56.09942798964181,57.36769335597046,53.08781970108797,./Dataset/AIGCIQA2023/Image/allimg/212.png,controlNet,Style & Format,Artifacts,A spaceship made of cardboard.
61.64586693115567,55.87443248714641,61.25949657255244,./Dataset/AIGCIQA2023/Image/allimg/213.png,controlNet,Style & Format,Artifacts,A spaceship made of cardboard.
56.78995171526399,57.77975256245429,54.94257770434431,./Dataset/AIGCIQA2023/Image/allimg/214.png,controlNet,Style & Format,Artifacts,A spaceship made of cardboard.
60.343353048224216,66.33083981209565,63.89640519300517,./Dataset/AIGCIQA2023/Image/allimg/215.png,controlNet,Style & Format,Artifacts,A spaceship made of cardboard.
63.49155177600949,61.52222339832567,56.82599318181251,./Dataset/AIGCIQA2023/Image/allimg/216.png,controlNet,Style & Format,Produce & Plants,A photo of a lotus flower made of water. 
60.22419541437411,53.15639182510614,56.17123291768564,./Dataset/AIGCIQA2023/Image/allimg/217.png,controlNet,Style & Format,Produce & Plants,A photo of a lotus flower made of water. 
68.1791518060065,60.21481447462478,52.97105569235968,./Dataset/AIGCIQA2023/Image/allimg/218.png,controlNet,Style & Format,Produce & Plants,A photo of a lotus flower made of water. 
54.84533288837666,54.603956274401526,52.31828159606606,./Dataset/AIGCIQA2023/Image/allimg/219.png,controlNet,Style & Format,Produce & Plants,A photo of a lotus flower made of water. 
51.86962353299244,49.72248344904834,51.5777465343356,./Dataset/AIGCIQA2023/Image/allimg/220.png,controlNet,Style & Format,Food & Beverage,a painting of the food of china
59.44875352848512,54.72378726997216,61.35081479355554,./Dataset/AIGCIQA2023/Image/allimg/221.png,controlNet,Style & Format,Food & Beverage,a painting of the food of china
57.9391884842404,51.48823153791061,59.44405085387204,./Dataset/AIGCIQA2023/Image/allimg/222.png,controlNet,Style & Format,Food & Beverage,a painting of the food of china
49.35848763490795,47.38340915899731,50.135074770926174,./Dataset/AIGCIQA2023/Image/allimg/223.png,controlNet,Style & Format,Food & Beverage,a painting of the food of china
48.91899702813844,45.51279372943423,48.39338944421135,./Dataset/AIGCIQA2023/Image/allimg/224.png,controlNet,Style & Format,Illustrations,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
65.81001063925264,50.6257193168838,46.22516091585884,./Dataset/AIGCIQA2023/Image/allimg/225.png,controlNet,Style & Format,Illustrations,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
52.596354664672944,50.93505387386934,47.13208042895076,./Dataset/AIGCIQA2023/Image/allimg/226.png,controlNet,Style & Format,Illustrations,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
52.18077959397033,44.07643619946284,46.34545484018639,./Dataset/AIGCIQA2023/Image/allimg/227.png,controlNet,Style & Format,Illustrations,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
59.63235474349428,52.875082310898016,46.36488554815664,./Dataset/AIGCIQA2023/Image/allimg/228.png,controlNet,Style & Format,Arts,an oil painting of a tree and a building
50.51312102138343,54.756658357024186,55.70309590529466,./Dataset/AIGCIQA2023/Image/allimg/229.png,controlNet,Style & Format,Arts,an oil painting of a tree and a building
55.818884319955714,53.09712482232906,54.28856498170378,./Dataset/AIGCIQA2023/Image/allimg/230.png,controlNet,Style & Format,Arts,an oil painting of a tree and a building
49.42993159228919,51.79045968940783,56.51298470900357,./Dataset/AIGCIQA2023/Image/allimg/231.png,controlNet,Style & Format,Arts,an oil painting of a tree and a building
60.20073485719539,60.72582391890249,57.95454147595753,./Dataset/AIGCIQA2023/Image/allimg/232.png,controlNet,Style & Format,Outdoor Scenes,a painting of a white country home with a wrap-around porch
53.69295324642778,51.47706114964965,50.97923892874616,./Dataset/AIGCIQA2023/Image/allimg/233.png,controlNet,Style & Format,Outdoor Scenes,a painting of a white country home with a wrap-around porch
61.31788285481512,56.31497124836496,62.22472237452672,./Dataset/AIGCIQA2023/Image/allimg/234.png,controlNet,Style & Format,Outdoor Scenes,a painting of a white country home with a wrap-around porch
59.60017330425895,58.13487576425604,58.95459425816422,./Dataset/AIGCIQA2023/Image/allimg/235.png,controlNet,Style & Format,Outdoor Scenes,a painting of a white country home with a wrap-around porch
45.41128711216959,47.45458314339758,49.00996026503241,./Dataset/AIGCIQA2023/Image/allimg/236.png,controlNet,Style & Format,World Knowledge,Downtown Shanghai at sunrise. detailed ink wash.
53.23084213437054,48.7154292596446,52.94541609844274,./Dataset/AIGCIQA2023/Image/allimg/237.png,controlNet,Style & Format,World Knowledge,Downtown Shanghai at sunrise. detailed ink wash.
50.40870631265511,51.23361890183082,50.70966569254479,./Dataset/AIGCIQA2023/Image/allimg/238.png,controlNet,Style & Format,World Knowledge,Downtown Shanghai at sunrise. detailed ink wash.
51.451579144884974,52.18248505527252,52.33855281738655,./Dataset/AIGCIQA2023/Image/allimg/239.png,controlNet,Style & Format,World Knowledge,Downtown Shanghai at sunrise. detailed ink wash.
42.00468953232772,42.22218830580964,37.13058837235222,./Dataset/AIGCIQA2023/Image/allimg/240.png,controlNet,Writing & Symbols,Animals,"a cartoon of a dog saying ""I see what you did there"""
52.071601652956375,50.51712714973623,51.858447440528415,./Dataset/AIGCIQA2023/Image/allimg/241.png,controlNet,Writing & Symbols,Animals,"a cartoon of a dog saying ""I see what you did there"""
41.153991917019454,37.2322739782194,37.16095869730975,./Dataset/AIGCIQA2023/Image/allimg/242.png,controlNet,Writing & Symbols,Animals,"a cartoon of a dog saying ""I see what you did there"""
47.62154588648325,44.70438105929528,46.72243907721403,./Dataset/AIGCIQA2023/Image/allimg/243.png,controlNet,Writing & Symbols,Animals,"a cartoon of a dog saying ""I see what you did there"""
57.21872534369611,55.55743496569738,47.35554871819512,./Dataset/AIGCIQA2023/Image/allimg/244.png,controlNet,Writing & Symbols,People,the word 'HELLO' on a girl's face
54.823951909566816,51.40216984369833,45.21007836091462,./Dataset/AIGCIQA2023/Image/allimg/245.png,controlNet,Writing & Symbols,People,the word 'HELLO' on a girl's face
51.66641017186773,55.24858369697448,49.104612094248296,./Dataset/AIGCIQA2023/Image/allimg/246.png,controlNet,Writing & Symbols,People,the word 'HELLO' on a girl's face
61.59648806455905,60.2574098277826,41.15404570598929,./Dataset/AIGCIQA2023/Image/allimg/247.png,controlNet,Writing & Symbols,People,the word 'HELLO' on a girl's face
57.11061290522328,54.524568074388505,51.06705994427645,./Dataset/AIGCIQA2023/Image/allimg/248.png,controlNet,Writing & Symbols,Vehicles,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
55.70705228236893,49.76755715601159,48.081164553945015,./Dataset/AIGCIQA2023/Image/allimg/249.png,controlNet,Writing & Symbols,Vehicles,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
49.33310301314181,49.67622016184764,52.646932105764336,./Dataset/AIGCIQA2023/Image/allimg/250.png,controlNet,Writing & Symbols,Vehicles,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
52.37359172863837,51.73015325068504,45.71399705630601,./Dataset/AIGCIQA2023/Image/allimg/251.png,controlNet,Writing & Symbols,Vehicles,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
56.502047685212005,57.37749994823471,50.39318568930194,./Dataset/AIGCIQA2023/Image/allimg/252.png,controlNet,Writing & Symbols,Artifacts,A sign that says Deep Learning
47.22944911779684,47.30424546432512,41.25040826891807,./Dataset/AIGCIQA2023/Image/allimg/253.png,controlNet,Writing & Symbols,Artifacts,A sign that says Deep Learning
58.9876682795269,60.26190254378931,55.75590289582328,./Dataset/AIGCIQA2023/Image/allimg/254.png,controlNet,Writing & Symbols,Artifacts,A sign that says Deep Learning
53.73992880423221,51.07887411195101,42.27344381254135,./Dataset/AIGCIQA2023/Image/allimg/255.png,controlNet,Writing & Symbols,Artifacts,A sign that says Deep Learning
53.47555665962119,50.46764645438748,43.171761541031344,./Dataset/AIGCIQA2023/Image/allimg/256.png,controlNet,Writing & Symbols,Produce & Plants,the word 'APPLE' on an apple
52.09554104742326,47.51562192242121,43.32415657383528,./Dataset/AIGCIQA2023/Image/allimg/257.png,controlNet,Writing & Symbols,Produce & Plants,the word 'APPLE' on an apple
50.63098256530403,43.22252296389114,46.67573628829828,./Dataset/AIGCIQA2023/Image/allimg/258.png,controlNet,Writing & Symbols,Produce & Plants,the word 'APPLE' on an apple
55.20174382936424,50.96038421858852,44.70809966976268,./Dataset/AIGCIQA2023/Image/allimg/259.png,controlNet,Writing & Symbols,Produce & Plants,the word 'APPLE' on an apple
58.098190427582495,53.282248321679866,47.97204316449287,./Dataset/AIGCIQA2023/Image/allimg/260.png,controlNet,Writing & Symbols,Food & Beverage,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
60.7312265291292,59.4326418140675,50.306571893298496,./Dataset/AIGCIQA2023/Image/allimg/261.png,controlNet,Writing & Symbols,Food & Beverage,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
63.58360641500301,56.19633198708874,44.70939836727785,./Dataset/AIGCIQA2023/Image/allimg/262.png,controlNet,Writing & Symbols,Food & Beverage,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
56.43883347220564,47.17776700716636,49.29940044592436,./Dataset/AIGCIQA2023/Image/allimg/263.png,controlNet,Writing & Symbols,Food & Beverage,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
60.38897242626939,54.08546782630757,40.45806092954703,./Dataset/AIGCIQA2023/Image/allimg/264.png,controlNet,Writing & Symbols,Illustrations,the word 'START'
63.36334565732806,62.315387418828266,49.22889866425616,./Dataset/AIGCIQA2023/Image/allimg/265.png,controlNet,Writing & Symbols,Illustrations,the word 'START'
54.46494642579186,56.085721314408055,49.42378508609429,./Dataset/AIGCIQA2023/Image/allimg/266.png,controlNet,Writing & Symbols,Illustrations,the word 'START'
49.52168001525432,45.66059049743279,40.34991990140399,./Dataset/AIGCIQA2023/Image/allimg/267.png,controlNet,Writing & Symbols,Illustrations,the word 'START'
58.80533310482787,58.61848514533326,49.68778362550805,./Dataset/AIGCIQA2023/Image/allimg/268.png,controlNet,Writing & Symbols,Indoor Scenes,"a yellow wall with 'Hello, world.' written on it"
49.33817808815044,49.77781243803788,48.2646456341368,./Dataset/AIGCIQA2023/Image/allimg/269.png,controlNet,Writing & Symbols,Indoor Scenes,"a yellow wall with 'Hello, world.' written on it"
47.91700272774357,46.1958514630409,45.1320809677915,./Dataset/AIGCIQA2023/Image/allimg/270.png,controlNet,Writing & Symbols,Indoor Scenes,"a yellow wall with 'Hello, world.' written on it"
50.69139250945045,55.20872291501856,50.13229841383245,./Dataset/AIGCIQA2023/Image/allimg/271.png,controlNet,Writing & Symbols,Indoor Scenes,"a yellow wall with 'Hello, world.' written on it"
